row_number,title,detail_url,resource_id,contracting_authority,info,date_published,submission_deadline,procedure,status,notice_pdf_url,award_date,estimated_value,cycle
71,Call for Tender for the Provision of Event Management and Associated Activities for Public Outreach Activities,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6990606,6990606,Bord Iascaigh Mhara - Irish Sea Fisheries Board ( BIM ),,Thu Nov 13 16:27:39 GMT 2025,Mon Dec 08 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6990606,,220000.0,1
72,Call for Tender for the provision of Hot Meals under the School Meals Scheme to Ardattin NS 18024N,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6988782,6988782,Ardattin National School Carlow,,Thu Nov 13 15:19:40 GMT 2025,Thu Dec 04 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6988782,,108326.0,1
73,Supply of Two Passenger Boats (P2 Licence) with Electric Propulsion,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6985576,6985576,Boat Trips,,Thu Nov 13 14:50:32 GMT 2025,Tue Dec 23 17:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6985576,,60000.0,1
74,Call for Tenders for the provision of Hot Meals under the School Meals Scheme to Golden National School 17114J,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6988439,6988439,Golden National School,,Thu Nov 13 14:41:22 GMT 2025,Thu Dec 04 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6988439,,148512.0,1
75,Call for Tender for the provision of Hot meals under the School meals Scheme to Scoil Taobhóige 17553M,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6988228,6988228,Scoil Naisiunta Taobhoige,,Thu Nov 13 14:27:21 GMT 2025,Thu Dec 04 00:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6988228,,100000.0,1
76,"Call for Tender for the provision of Hot Meals under the School Meals Scheme to Curranes National School, Castleisland, Co. Kerry. Roll number: 09938N",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6984984,6984984,Scoil Ide (Castleisland),,Thu Nov 13 14:14:46 GMT 2025,Fri Dec 05 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6984984,,150260.0,1
77,"Proposed Refurbishment of Security Duty Block, Collins Barracks, Cork",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6986147,6986147,Department of Defence,,Thu Nov 13 14:13:27 GMT 2025,Fri Dec 19 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6986147,,1.0,1
78,"Kilfinane Outdoor Education Centre, Staff Accommodation Unit",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6987181,6987181,Limerick and Clare Education and Training Board,,Thu Nov 13 13:08:11 GMT 2025,Thu Dec 04 11:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6987181,,,1
79,"Call for Tenders for the supply, delivery and installation (including any necessary groundworks) of Fitness and Physical Education Equipment to Gallen Community School, Ferbane (91515W)",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6986528,6986528,Gallen Community School,,Thu Nov 13 12:30:16 GMT 2025,Thu Dec 04 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6986528,,50000.0,1
80,2025PR099 Request for Tenders (RFT) for the provision of SAP Business Objects License and Enterprise Support to the National Treasury Management Agency,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6984460,6984460,National Treasury Management Agency (NTMA),,Thu Nov 13 11:34:55 GMT 2025,Thu Nov 27 14:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6984460,,,1
81,Call for Tenders (CFT) To Establish a Panel of Training Providers - Industry 4.0 Skillnet 2026 to 2028,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6982763,6982763,Industry4.0Skillnet,,Thu Nov 13 10:21:09 GMT 2025,Thu Dec 18 17:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6982763,,730000.0,1
82,TEN2500231- Multi Party Framework Agreement for Plumbing Contractors to carry out Plumbing works to Cavan County Councils Housing Stock. For Cavan County Council,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6984015,6984015,Cavan County Council,,Thu Nov 13 10:07:20 GMT 2025,Thu Dec 11 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6984015,,,1
83,Mary From Dungloe International Festival,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6969154,6969154,Mary From Dungloe International Festival,,Thu Nov 13 09:39:09 GMT 2025,Wed Dec 03 16:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6969154,,37000.0,1
84,9419 Provision of Building Maintenance Services for CME Locations Nationwide,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6977960,6977960,Iarnród Eireann-Irish Rail,,Thu Nov 13 04:30:42 GMT 2025,Mon Dec 15 12:00:00 GMT 2025,Negotiated with prior call for competition,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6977960,,,1
85,Provision of meals for four supported temporary accommodation sites operated by Depaul Ireland,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6976444,6976444,Depaul_158465,,Thu Nov 13 04:21:33 GMT 2025,Wed Dec 17 17:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6976444,,430000.0,1
86,Multi Party Framework Agreement for Civil and Landscaping Architectural Design Services (including Traffic and Transport Engineering Services),https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6958414,6958414,Dublin City Council,,Thu Nov 13 04:21:24 GMT 2025,Fri Dec 12 12:00:00 GMT 2025,Competitive with negotiation,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6958414,,1.2E7,1
87,Lift Maintenance Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6929936,6929936,Dundalk Institute of Technology_1155,,Thu Nov 13 04:10:57 GMT 2025,Thu Nov 20 17:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6929936,,35000.0,1
88,Call for Tender for the provision of Hot Meals under the School Meals Scheme to Réalt na Mara NS 20339E,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6948849,6948849,Realt na Mara NS,,Thu Nov 13 04:00:28 GMT 2025,Fri Dec 12 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6948849,,814195.2,1
89,Call for Tender for the provision of Hot Meals under the School Meals Scheme to Gortnahoe National School 17580P,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6983057,6983057,Gortnahoe National School,,Wed Nov 12 21:34:48 GMT 2025,Wed Dec 03 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6983057,,203630.0,1
90,Call For Tender for provision of Hot Meals under the School Meals Scheme to Goresbridge NS Roll No. 19944O,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6981456,6981456,Goresbridge National School,,Wed Nov 12 16:59:47 GMT 2025,Wed Dec 03 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6981456,,118809.6,1
91,2025/66 Establishment of Panel for the Provision of Service Providers to deliver Training Courses to AMTCE in 6 Lots,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6981982,6981982,Louth and Meath Education and Training Board 1384,,Wed Nov 12 16:58:28 GMT 2025,Thu Dec 04 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6981982,,,1
92,WCCC25 600 Passage East Retaining Wall,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6981669,6981669,Waterford City and County Council_103683,,Wed Nov 12 16:20:45 GMT 2025,Wed Dec 03 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6981669,,,1
93,Landscaping Maintenance Contract Dundalk Institute of Technology,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6981187,6981187,Dundalk Institute of Technology_1155,,Wed Nov 12 16:05:51 GMT 2025,Fri Dec 19 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6981187,,204000.0,1
94,"Provision of a public self-service printing, photocopying, scanning, and payment system for Kildare Library Service",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6980684,6980684,Kildare County Council_385,,Wed Nov 12 15:30:04 GMT 2025,Wed Dec 03 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6980684,,,1
95,Emotional Connection (EmC) Level 2 Certification Training,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6980727,6980727,South West Gnó Skillnet (C.F.C.D. Group),,Wed Nov 12 15:26:44 GMT 2025,Fri Dec 05 16:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6980727,,150000.0,1
96,Sensory Modulation Pod,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6980628,6980628,St John of God Community Services clg,,Wed Nov 12 15:21:24 GMT 2025,Wed Dec 03 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6980628,,65000.0,1
97,PQQ for MDF Blowline Upgrades at Medite Europe DAC,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6980569,6980569,Medite Europe DAC,,Wed Nov 12 15:20:09 GMT 2025,Wed Dec 10 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6980569,,250000.0,1
98,Business Networking Training Programme,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6980415,6980415,South West Gnó Skillnet (C.F.C.D. Group),,Wed Nov 12 15:14:13 GMT 2025,Fri Dec 05 16:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6980415,,180000.0,1
99,Provision of Pest Management Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6976602,6976602,Raidió Teilifís Éireann ( RTÉ ),,Wed Nov 12 13:28:57 GMT 2025,Fri Dec 12 00:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6976602,,175000.0,1
100,The provision of an Evidence Review to Identify International Practices in Special (Secure) Care and Production of Written Research Report,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6971499,6971499,Department of Children Disability and Equality,,Wed Nov 12 13:20:29 GMT 2025,Fri Dec 12 14:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6971499,,80000.0,1
101,Call for tender for the provision of Hot Meals for 49 pupils under the school meals scheme to St. Christopher's Special School. Roll 19429V,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6824265,6824265,St Christopher's Special School,,Wed Nov 12 12:50:27 GMT 2025,Wed Dec 03 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6824265,,85613.0,1
102,Supply of Comprehensive Experiential Business Simulation,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6977342,6977342,University College Dublin ( UCD ),,Wed Nov 12 12:01:09 GMT 2025,Fri Dec 12 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6977342,,150000.0,1
103,"Roof refurbishment and associated works at Scout Hall, Kildare Community Development Centre, Meadow Road, Kildare Town",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6976658,6976658,County Kildare Leader Partnership CLG,,Wed Nov 12 11:59:39 GMT 2025,Mon Dec 08 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6976658,,,1
104,CORU Procurement and Contract Management Support Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6955720,6955720,Health and Social Care Professionals Council (CORU),,Wed Nov 12 11:57:05 GMT 2025,Wed Dec 17 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6955720,,100000.0,1
105,"CFT Call for Tender for the Supply,Delivery and Installation of DCG and Graphics Lab Equipment to Eastglendalough SchoolStation Road,Wicklow Town, Co wicklow",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6976333,6976333,East Glendalough School,,Wed Nov 12 10:51:19 GMT 2025,Thu Jan 01 15:00:00 GMT 2026,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6976333,,50000.0,1
106,"Call for Tenders for the supply, delivery, installation and maintenance of tools and equipment for T4 subjects to Holy Rosary College, 63090I",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6973213,6973213,Holy Rosary College (Mountbellew),,Wed Nov 12 10:00:28 GMT 2025,Wed Dec 03 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6973213,,160000.0,1
107,"RFT PIF 25/242 for the Provision of Thermogravimetric Analyzer (TGA) to ATU Sligo, PEM Technology Gateway, Finisklin Business Park, Finisklin, Sligo",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6975648,6975648,Atlantic Technological University,,Wed Nov 12 09:52:25 GMT 2025,Wed Dec 03 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6975648,,,1
108,OPW Survey Scope (Without PSCS Services) - Kilkenny SCCAP Channel Survey and Waterford City SCCAP Channel Survey,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6969301,6969301,Office of Public Works (OPW),,Wed Nov 12 09:13:29 GMT 2025,Fri Dec 12 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6969301,,70000.0,1
109,Multi-Party Framework Agreement for HSE Design Team Services 2025 - West North West Region- Major Capital Projects - Value €50M - €400M excl. VAT,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6935484,6935484,Health Service Executive (HSE),,Wed Nov 12 04:10:37 GMT 2025,Fri Dec 19 12:00:00 GMT 2025,Restricted,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6935484,,,1
110,"HSE DML, HSE Pathfinder Decarbonisation Programme; Decarbonisation and Energy Upgrade of Regional Hospital Mullingar Mechanical Reserved Specialist.",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6968758,6968758,Health Service Executive (HSE),,Wed Nov 12 04:10:24 GMT 2025,Fri Dec 12 12:00:00 GMT 2025,Restricted,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6968758,,,1
111,"Provision of the Supply, Delivery, and Installation of a Scanning Electron Microscope to DCU",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6810287,6810287,Dublin City University,,Wed Nov 12 04:00:45 GMT 2025,Wed Dec 10 17:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6810287,,650000.0,1
112,"Consultancy Services to produce a Landside Development Plan at Casement Airbase, Baldonnel",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6937576,6937576,Department of Defence,,Wed Nov 12 04:00:30 GMT 2025,Mon Dec 15 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6937576,,1.0,1
113,"For the provision of the Dog Warden Service in County Donegal and for the management and operation of the dog Shelter at Glencar, Letterkenny for Donegal County Council",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6963392,6963392,Donegal County Council_1193,,Wed Nov 12 04:00:18 GMT 2025,Wed Dec 10 10:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6963392,,1000000.0,1
114,9576 Provision of DC Pensions Administration Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6961604,6961604,Coras Iompair Eireann (CIE Utility),,Wed Nov 12 03:50:25 GMT 2025,Thu Dec 11 12:00:00 GMT 2025,Negotiated with prior call for competition,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6961604,,,1
115,"Supply, Delivery and Installation of a Transmission Electron Microscopy (TEM) Suite consisting of 2 TEM tools and 1 Focused Ion Beam–Scanning Electron Microscope (FIB.SEM) for Tyndall Instit, UCC,",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6943659,6943659,University College Cork,,Wed Nov 12 03:40:46 GMT 2025,Wed Dec 10 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6943659,,5500000.0,1
116,"Supply, Delivery and Validation of a Field-deployable X-Ray Fluorescence (XRF) Spectrometer for online elemental analysis of airborne particulate matter",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6964773,6964773,University College Cork,,Wed Nov 12 03:31:32 GMT 2025,Thu Dec 11 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6964773,,,1
